q	ID1	ID2	beta	LocalOverlap	RegionalOverlap	Homogeneity	TurnoverComp	Comparison	PlotCompare	Type
2	CPVBS.29.1	CPVRh.51.1	1.011536562	0.977190024	0.988463438	0.977190024	0.988463438	CP_BSvsRh	29-51	Hetero
0	CPVBS.29.3	CPVRh.51.1	1.617647059	0.382352941	0.236363636	0.236363636	0.382352941	CP_BSvsRh	29-51	Hetero
1	CPVBS.29.3	CPVRh.51.1	1.075845643	0.894528898	0.894528898	0.859002742	0.924154357	CP_BSvsRh	29-51	Hetero
2	CPVBS.29.3	CPVRh.51.1	1.009615391	0.980952369	0.990384609	0.980952369	0.990384609	CP_BSvsRh	29-51	Hetero
0	CPFBS.29.2	CPVRh.51.2	1.631406761	0.368593239	0.225935829	0.225935829	0.368593239	CP_BSvsRh	29-51	Hetero
1	CPFBS.29.2	CPVRh.51.2	1.223705063	0.708744119	0.708744119	0.634380752	0.776294937	CP_BSvsRh	29-51	Hetero
2	CPFBS.29.2	CPVRh.51.2	1.003762867	0.992502479	0.996237133	0.992502479	0.996237133	CP_BSvsRh	29-51	Hetero
0	CPGBS.29.1	CPVRh.51.2	1.633898305	0.366101695	0.22406639	0.22406639	0.366101695	CP_BSvsRh	29-51	Hetero
1	CPGBS.29.1	CPVRh.51.2	1.250685527	0.677280917	0.677280917	0.599123007	0.749314473	CP_BSvsRh	29-51	Hetero
2	CPGBS.29.1	CPVRh.51.2	1.044256851	0.915237615	0.955743149	0.915237615	0.955743149	CP_BSvsRh	29-51	Hetero
0	CPVBS.29.1	CPVRh.51.2	1.691489362	0.308510638	0.182389937	0.182389937	0.308510638	CP_BSvsRh	29-51	Hetero
1	CPVBS.29.1	CPVRh.51.2	1.118509238	0.838422828	0.838422828	0.788094306	0.881490762	CP_BSvsRh	29-51	Hetero
2	CPVBS.29.1	CPVRh.51.2	1.003044495	0.993929493	0.996955505	0.993929493	0.996955505	CP_BSvsRh	29-51	Hetero
0	CPVBS.29.2	CPVRh.51.2	1.594936709	0.405063291	0.253968254	0.253968254	0.405063291	CP_BSvsRh	29-51	Hetero
1	CPVBS.29.2	CPVRh.51.2	1.205358401	0.730537819	0.730537819	0.659257528	0.794641599	CP_BSvsRh	29-51	Hetero
2	CPVBS.29.2	CPVRh.51.2	1.27251086	0.571695821	0.72748914	0.571695821	0.72748914	CP_BSvsRh	29-51	Hetero
0	CPVBS.29.3	CPVRh.51.2	1.704834606	0.295165394	0.173134328	0.173134328	0.295165394	CP_BSvsRh	29-51	Hetero
1	CPVBS.29.3	CPVRh.51.2	1.116773692	0.840663139	0.840663139	0.790873133	0.883226308	CP_BSvsRh	29-51	Hetero
2	CPVBS.29.3	CPVRh.51.2	1.023292333	0.954475702	0.976707667	0.954475702	0.976707667	CP_BSvsRh	29-51	Hetero
0	CPFBS.29.2	CPVRh.51.3	1.621794872	0.378205128	0.233201581	0.233201581	0.378205128	CP_BSvsRh	29-51	Hetero
1	CPFBS.29.2	CPVRh.51.3	1.210788873	0.724052678	0.724052678	0.651815642	0.789211127	CP_BSvsRh	29-51	Hetero
2	CPFBS.29.2	CPVRh.51.3	1.025711243	0.949866508	0.974288757	0.949866508	0.974288757	CP_BSvsRh	29-51	Hetero
0	CPFBS.29.3	CPVRh.51.3	1.6167979	0.3832021	0.237012987	0.237012987	0.3832021	CP_BSvsRh	29-51	Hetero
1	CPFBS.29.3	CPVRh.51.3	1.237941556	0.692056794	0.692056794	0.615585154	0.762058444	CP_BSvsRh	29-51	Hetero
2	CPFBS.29.3	CPVRh.51.3	1.161622366	0.721729935	0.838377634	0.721729935	0.838377634	CP_BSvsRh	29-51	Hetero
0	CPVBS.29.1	CPVRh.51.3	1.681012658	0.318987342	0.189759036	0.189759036	0.318987342	CP_BSvsRh	29-51	Hetero
1	CPVBS.29.1	CPVRh.51.3	1.126188298	0.828551934	0.828551934	0.775901954	0.873811702	CP_BSvsRh	29-51	Hetero
2	CPVBS.29.1	CPVRh.51.3	1.036136892	0.930246877	0.963863108	0.930246877	0.963863108	CP_BSvsRh	29-51	Hetero
0	CPGBS.29.1	CAFBS.59.1	1.606190886	0.393809114	0.245182013	0.245182013	0.393809114	BS_CPvsCA	29-59	Hetero
1	CPGBS.29.1	CAFBS.59.1	1.248074957	0.680295417	0.680295417	0.602467855	0.751925043	BS_CPvsCA	29-59	Hetero
2	CPGBS.29.1	CAFBS.59.1	1.020860609	0.959131327	0.979139391	0.959131327	0.979139391	BS_CPvsCA	29-59	Hetero
0	CPGBS.29.2	CAFBS.59.1	1.683266932	0.316733068	0.18816568	0.18816568	0.316733068	BS_CPvsCA	29-59	Hetero
1	CPGBS.29.2	CAFBS.59.1	1.301052093	0.620321272	0.620321272	0.537217465	0.698947907	BS_CPvsCA	29-59	Hetero
2	CPGBS.29.2	CAFBS.59.1	1.017378562	0.965836587	0.982621438	0.965836587	0.982621438	BS_CPvsCA	29-59	Hetero
0	CPVBS.29.2	CAFBS.59.1	1.760638298	0.239361702	0.135951662	0.135951662	0.239361702	BS_CPvsCA	29-59	Hetero
1	CPVBS.29.2	CAFBS.59.1	1.382011646	0.533230227	0.533230227	0.447165808	0.617988354	BS_CPvsCA	29-59	Hetero
2	CPVBS.29.2	CAFBS.59.1	1.466464935	0.36382395	0.533535065	0.36382395	0.533535065	BS_CPvsCA	29-59	Hetero
0	CPFBS.29.2	CAFBS.59.2	1.605769231	0.394230769	0.245508982	0.245508982	0.394230769	BS_CPvsCA	29-59	Hetero
1	CPFBS.29.2	CAFBS.59.2	1.268992809	0.656316106	0.656316106	0.57605306	0.731007191	BS_CPvsCA	29-59	Hetero
2	CPFBS.29.2	CAFBS.59.2	1.153324309	0.734117615	0.846675691	0.734117615	0.846675691	BS_CPvsCA	29-59	Hetero
0	CPFBS.29.3	CAFBS.59.2	1.577367206	0.422632794	0.267935578	0.267935578	0.422632794	BS_CPvsCA	29-59	Hetero
1	CPFBS.29.3	CAFBS.59.2	1.219187945	0.714079457	0.714079457	0.640436167	0.780812055	BS_CPvsCA	29-59	Hetero
2	CPFBS.29.3	CAFBS.59.2	1.023908721	0.953299117	0.976091279	0.953299117	0.976091279	BS_CPvsCA	29-59	Hetero
0	CPGBS.29.1	CAFBS.59.2	1.625	0.375	0.230769231	0.230769231	0.375	BS_CPvsCA	29-59	Hetero
1	CPGBS.29.1	CAFBS.59.2	1.284968083	0.638267474	0.638267474	0.556458892	0.715031917	BS_CPvsCA	29-59	Hetero
2	CPGBS.29.1	CAFBS.59.2	1.066257388	0.875719711	0.933742612	0.875719711	0.933742612	BS_CPvsCA	29-59	Hetero
0	CPGBS.29.1	CAFBS.59.3	1.640042599	0.359957401	0.219480519	0.219480519	0.359957401	BS_CPvsCA	29-59	Hetero
1	CPGBS.29.1	CAFBS.59.3	1.296458891	0.625423539	0.625423539	0.542663646	0.703541109	BS_CPvsCA	29-59	Hetero
2	CPGBS.29.1	CAFBS.59.3	1.069360112	0.870277354	0.930639888	0.870277354	0.930639888	BS_CPvsCA	29-59	Hetero
0	CPGBS.29.2	CAFBS.59.3	1.694871795	0.305128205	0.180030257	0.180030257	0.305128205	BS_CPvsCA	29-59	Hetero
1	CPGBS.29.2	CAFBS.59.3	1.301312138	0.620032946	0.620032946	0.536910278	0.698687862	BS_CPvsCA	29-59	Hetero
2	CPGBS.29.2	CAFBS.59.3	1.02948325	0.942722235	0.97051675	0.942722235	0.97051675	BS_CPvsCA	29-59	Hetero
0	CPVBS.29.3	CAFBS.59.3	1.798657718	0.201342282	0.111940299	0.111940299	0.201342282	BS_CPvsCA	29-59	Hetero
1	CPVBS.29.3	CAFBS.59.3	1.285924121	0.637194485	0.637194485	0.555301722	0.714075879	BS_CPvsCA	29-59	Hetero
2	CPVBS.29.3	CAFBS.59.3	1.259350274	0.58812051	0.740649726	0.58812051	0.740649726	BS_CPvsCA	29-59	Hetero
0	CPFRh.29.1	CAFRh.59.1	1.560794045	0.439205955	0.281399046	0.281399046	0.439205955	Rh_CPvsCA	29-59	Hetero
1	CPFRh.29.1	CAFRh.59.1	1.306770124	0.613994624	0.613994624	0.530491066	0.693229876	Rh_CPvsCA	29-59	Hetero
2	CPFRh.29.1	CAFRh.59.1	1.28483202	0.556623722	0.71516798	0.556623722	0.71516798	Rh_CPvsCA	29-59	Hetero
0	CPFRh.29.2	CAFRh.59.1	1.592314119	0.407685881	0.256033578	0.256033578	0.407685881	Rh_CPvsCA	29-59	Hetero
1	CPFRh.29.2	CAFRh.59.1	1.28015454	0.643682018	0.643682018	0.562311376	0.71984546	Rh_CPvsCA	29-59	Hetero
2	CPFRh.29.2	CAFRh.59.1	1.031892521	0.938186351	0.968107479	0.938186351	0.968107479	Rh_CPvsCA	29-59	Hetero
0	CPFRh.29.3	CAFRh.59.1	1.570987654	0.429012346	0.273084479	0.273084479	0.429012346	Rh_CPvsCA	29-59	Hetero
1	CPFRh.29.3	CAFRh.59.1	1.261626991	0.664714569	0.664714569	0.585254607	0.738373009	Rh_CPvsCA	29-59	Hetero
2	CPFRh.29.3	CAFRh.59.1	1.039272078	0.924423876	0.960727922	0.924423876	0.960727922	Rh_CPvsCA	29-59	Hetero
0	CPVRh.29.1	CAFRh.59.1	1.673590504	0.326409496	0.195035461	0.195035461	0.326409496	Rh_CPvsCA	29-59	Hetero
1	CPVRh.29.1	CAFRh.59.1	1.355279848	0.561409219	0.561409219	0.475709982	0.644720152	Rh_CPvsCA	29-59	Hetero
2	CPVRh.29.1	CAFRh.59.1	1.341735026	0.490607282	0.658264974	0.490607282	0.658264974	Rh_CPvsCA	29-59	Hetero
0	CPVRh.29.2	CAFRh.59.1	1.707936508	0.292063492	0.171003717	0.171003717	0.292063492	Rh_CPvsCA	29-59	Hetero
1	CPVRh.29.2	CAFRh.59.1	1.407495271	0.506869925	0.506869925	0.420963921	0.592504729	Rh_CPvsCA	29-59	Hetero
2	CPVRh.29.2	CAFRh.59.1	1.469049336	0.361424665	0.530950664	0.361424665	0.530950664	Rh_CPvsCA	29-59	Hetero
0	CPVRh.29.3	CAFRh.59.1	1.657692308	0.342307692	0.20649652	0.20649652	0.342307692	Rh_CPvsCA	29-59	Hetero
1	CPVRh.29.3	CAFRh.59.1	1.357797967	0.558731169	0.558731169	0.472973188	0.642202033	Rh_CPvsCA	29-59	Hetero
2	CPVRh.29.3	CAFRh.59.1	1.428580879	0.399990738	0.571419121	0.399990738	0.571419121	Rh_CPvsCA	29-59	Hetero
0	CPFRh.29.2	CAFRh.59.2	1.668711656	0.331288344	0.198529412	0.198529412	0.331288344	Rh_CPvsCA	29-59	Hetero
1	CPFRh.29.2	CAFRh.59.2	1.341042144	0.576645423	0.576645423	0.49137744	0.658957856	Rh_CPvsCA	29-59	Hetero
2	CPFRh.29.2	CAFRh.59.2	1.075397578	0.859777296	0.924602422	0.859777296	0.924602422	Rh_CPvsCA	29-59	Hetero
0	CPGRh.29.1	CAFRh.59.2	1.661798616	0.338201384	0.203515264	0.203515264	0.338201384	Rh_CPvsCA	29-59	Hetero
1	CPGRh.29.1	CAFRh.59.2	1.408898325	0.505432498	0.505432498	0.419548852	0.591101675	Rh_CPvsCA	29-59	Hetero
2	CPGRh.29.1	CAFRh.59.2	1.216941147	0.64346485	0.783058853	0.64346485	0.783058853	Rh_CPvsCA	29-59	Hetero
0	CPGRh.29.2	CAFRh.59.2	1.660809778	0.339190222	0.204231831	0.204231831	0.339190222	Rh_CPvsCA	29-59	Hetero
1	CPGRh.29.2	CAFRh.59.2	1.405491223	0.508925556	0.508925556	0.422990032	0.594508777	Rh_CPvsCA	29-59	Hetero
2	CPGRh.29.2	CAFRh.59.2	1.200236949	0.666337636	0.799763051	0.666337636	0.799763051	Rh_CPvsCA	29-59	Hetero
0	CPGRh.29.3	CAFRh.59.2	1.643912738	0.356087262	0.216609589	0.216609589	0.356087262	Rh_CPvsCA	29-59	Hetero
1	CPGRh.29.3	CAFRh.59.2	1.409604516	0.504709549	0.504709549	0.418837679	0.590395484	Rh_CPvsCA	29-59	Hetero
2	CPGRh.29.3	CAFRh.59.2	1.296170338	0.543007073	0.703829662	0.543007073	0.703829662	Rh_CPvsCA	29-59	Hetero
0	CPVRh.29.1	CAFRh.59.2	1.719371728	0.280628272	0.163215591	0.163215591	0.280628272	Rh_CPvsCA	29-59	Hetero
1	CPVRh.29.1	CAFRh.59.2	1.407361371	0.50700718	0.50700718	0.421099115	0.592638629	Rh_CPvsCA	29-59	Hetero
2	CPVRh.29.1	CAFRh.59.2	1.435298749	0.393438126	0.564701251	0.393438126	0.564701251	Rh_CPvsCA	29-59	Hetero
0	CPVRh.29.3	CAFRh.59.2	1.705284553	0.294715447	0.172824791	0.172824791	0.294715447	Rh_CPvsCA	29-59	Hetero
1	CPVRh.29.3	CAFRh.59.2	1.418788911	0.495340041	0.495340041	0.409652969	0.581211089	Rh_CPvsCA	29-59	Hetero
2	CPVRh.29.3	CAFRh.59.2	1.5181776	0.317368929	0.4818224	0.317368929	0.4818224	Rh_CPvsCA	29-59	Hetero
0	CPFRh.29.1	CAFRh.59.3	1.616515045	0.383484955	0.237229437	0.237229437	0.383484955	Rh_CPvsCA	29-59	Hetero
1	CPFRh.29.1	CAFRh.59.3	1.389895355	0.525023733	0.525023733	0.438957251	0.610104645	Rh_CPvsCA	29-59	Hetero
2	CPFRh.29.1	CAFRh.59.3	1.398802328	0.42979459	0.601197672	0.42979459	0.601197672	Rh_CPvsCA	29-59	Hetero
0	CPFRh.29.2	CAFRh.59.3	1.597633136	0.402366864	0.251851852	0.251851852	0.402366864	Rh_CPvsCA	29-59	Hetero
1	CPFRh.29.2	CAFRh.59.3	1.297292185	0.62449655	0.62449655	0.541672742	0.702707815	Rh_CPvsCA	29-59	Hetero
2	CPFRh.29.2	CAFRh.59.3	1.08618169	0.841312571	0.91381831	0.841312571	0.91381831	Rh_CPvsCA	29-59	Hetero
0	CPVRh.29.1	CAFRh.59.3	1.666666667	0.333333333	0.2	0.2	0.333333333	Rh_CPvsCA	29-59	Hetero
1	CPVRh.29.1	CAFRh.59.3	1.39081576	0.52406868	0.52406868	0.438004987	0.60918424	Rh_CPvsCA	29-59	Hetero
2	CPVRh.29.1	CAFRh.59.3	1.454235749	0.375292831	0.545764251	0.375292831	0.545764251	Rh_CPvsCA	29-59	Hetero
0	CPFBS.29.2	CAGBS.59.1	1.646677472	0.353322528	0.214566929	0.214566929	0.353322528	BS_CPvsCA	29-59	Hetero
1	CPFBS.29.2	CAGBS.59.1	1.405456092	0.508961617	0.508961617	0.423025601	0.594543908	BS_CPvsCA	29-59	Hetero
2	CPFBS.29.2	CAGBS.59.1	1.431117658	0.397509134	0.568882342	0.397509134	0.568882342	BS_CPvsCA	29-59	Hetero
0	CPFBS.29.3	CAGBS.59.1	1.679245283	0.320754717	0.191011236	0.191011236	0.320754717	BS_CPvsCA	29-59	Hetero
1	CPFBS.29.3	CAGBS.59.1	1.393877039	0.520896701	0.520896701	0.434846793	0.606122961	BS_CPvsCA	29-59	Hetero
2	CPFBS.29.3	CAGBS.59.1	1.242201402	0.610044875	0.757798598	0.610044875	0.757798598	BS_CPvsCA	29-59	Hetero
0	CPGBS.29.1	CAGBS.59.1	1.652246256	0.347753744	0.210473313	0.210473313	0.347753744	BS_CPvsCA	29-59	Hetero
1	CPGBS.29.1	CAGBS.59.1	1.373761353	0.541868596	0.541868596	0.45585694	0.626238647	BS_CPvsCA	29-59	Hetero
2	CPGBS.29.1	CAGBS.59.1	1.281388007	0.560807491	0.718611993	0.560807491	0.718611993	BS_CPvsCA	29-59	Hetero
0	CPVBS.29.1	CAGBS.59.1	1.861471861	0.138528139	0.074418605	0.074418605	0.138528139	BS_CPvsCA	29-59	Hetero
1	CPVBS.29.1	CAGBS.59.1	1.555024907	0.363062311	0.363062311	0.286153032	0.444975093	BS_CPvsCA	29-59	Hetero
2	CPVBS.29.1	CAGBS.59.1	1.423849058	0.404643272	0.576150942	0.404643272	0.576150942	BS_CPvsCA	29-59	Hetero
0	CPVBS.29.3	CAGBS.59.1	1.864788732	0.135211268	0.072507553	0.072507553	0.135211268	BS_CPvsCA	29-59	Hetero
1	CPVBS.29.3	CAGBS.59.1	1.575160531	0.344501133	0.344501133	0.269711856	0.424839469	BS_CPvsCA	29-59	Hetero
2	CPVBS.29.3	CAGBS.59.1	1.550914822	0.289561472	0.449085178	0.289561472	0.449085178	BS_CPvsCA	29-59	Hetero
0	CPGBS.29.1	CAGBS.59.2	1.651778955	0.348221045	0.210815765	0.210815765	0.348221045	BS_CPvsCA	29-59	Hetero
1	CPGBS.29.1	CAGBS.59.2	1.35396794	0.562806421	0.562806421	0.47713985	0.64603206	BS_CPvsCA	29-59	Hetero
2	CPGBS.29.1	CAGBS.59.2	1.107348585	0.806116002	0.892651415	0.806116002	0.892651415	BS_CPvsCA	29-59	Hetero
0	CPGBS.29.2	CAGBS.59.2	1.69707401	0.30292599	0.178498986	0.178498986	0.30292599	BS_CPvsCA	29-59	Hetero
1	CPGBS.29.2	CAGBS.59.2	1.403314479	0.511161651	0.511161651	0.425197296	0.596685521	BS_CPvsCA	29-59	Hetero
2	CPGBS.29.2	CAGBS.59.2	1.078994855	0.853576958	0.921005145	0.853576958	0.921005145	BS_CPvsCA	29-59	Hetero
0	CPVBS.29.1	CAGBS.59.2	1.862068966	0.137931034	0.074074074	0.074074074	0.137931034	BS_CPvsCA	29-59	Hetero
1	CPVBS.29.1	CAGBS.59.2	1.522875843	0.393201673	0.393201673	0.313304699	0.477124157	BS_CPvsCA	29-59	Hetero
2	CPVBS.29.1	CAGBS.59.2	1.224104214	0.633847818	0.775895786	0.633847818	0.775895786	BS_CPvsCA	29-59	Hetero
0	CPVBS.29.3	CAGBS.59.2	1.874547648	0.125452352	0.066924067	0.066924067	0.125452352	BS_CPvsCA	29-59	Hetero
1	CPVBS.29.3	CAGBS.59.2	1.528875673	0.387528907	0.387528907	0.308150843	0.471124327	BS_CPvsCA	29-59	Hetero
2	CPVBS.29.3	CAGBS.59.2	1.347881376	0.4838101	0.652118624	0.4838101	0.652118624	BS_CPvsCA	29-59	Hetero
0	CPFBS.29.3	CAGBS.59.3	1.70988214	0.29011786	0.169671262	0.169671262	0.29011786	BS_CPvsCA	29-59	Hetero
1	CPFBS.29.3	CAGBS.59.3	1.415718238	0.498465837	0.498465837	0.412710486	0.584281762	BS_CPvsCA	29-59	Hetero
2	CPFBS.29.3	CAGBS.59.3	1.172184212	0.706216462	0.827815788	0.706216462	0.827815788	BS_CPvsCA	29-59	Hetero
0	CPGBS.29.3	CAGBS.59.3	1.717026379	0.282973621	0.164804469	0.164804469	0.282973621	BS_CPvsCA	29-59	Hetero
1	CPGBS.29.3	CAGBS.59.3	1.457446489	0.456557085	0.456557085	0.372263075	0.542553511	BS_CPvsCA	29-59	Hetero
2	CPGBS.29.3	CAGBS.59.3	1.254317046	0.5944932	0.745682954	0.5944932	0.745682954	BS_CPvsCA	29-59	Hetero
0	CPVBS.29.1	CAGBS.59.3	1.872282609	0.127717391	0.068214804	0.068214804	0.127717391	BS_CPvsCA	29-59	Hetero
1	CPVBS.29.1	CAGBS.59.3	1.533011054	0.383631901	0.383631901	0.304622035	0.466988946	BS_CPvsCA	29-59	Hetero
2	CPVBS.29.1	CAGBS.59.3	1.333960437	0.49929484	0.666039563	0.49929484	0.666039563	BS_CPvsCA	29-59	Hetero
0	CPGRh.29.2	CAGRh.59.1	1.613636364	0.386363636	0.23943662	0.23943662	0.386363636	Rh_CPvsCA	29-59	Hetero
1	CPGRh.29.2	CAGRh.59.1	1.406028438	0.508374225	0.508374225	0.422446336	0.593971562	Rh_CPvsCA	29-59	Hetero
2	CPGRh.29.2	CAGRh.59.1	1.489533174	0.342702556	0.510466826	0.342702556	0.510466826	Rh_CPvsCA	29-59	Hetero
0	CPGRh.29.3	CAGRh.59.1	1.586842105	0.413157895	0.260364842	0.260364842	0.413157895	Rh_CPvsCA	29-59	Hetero
1	CPGRh.29.3	CAGRh.59.1	1.373573891	0.542065478	0.542065478	0.456055632	0.626426109	Rh_CPvsCA	29-59	Hetero
2	CPGRh.29.3	CAGRh.59.1	1.416502849	0.411927975	0.583497151	0.411927975	0.583497151	Rh_CPvsCA	29-59	Hetero
0	CPVRh.29.2	CAGRh.59.1	1.744939271	0.255060729	0.146171694	0.146171694	0.255060729	Rh_CPvsCA	29-59	Hetero
1	CPVRh.29.2	CAGRh.59.1	1.681119795	0.250577466	0.250577466	0.189683213	0.318880205	Rh_CPvsCA	29-59	Hetero
2	CPVRh.29.2	CAGRh.59.1	1.862470157	0.07384271	0.137529843	0.07384271	0.137529843	Rh_CPvsCA	29-59	Hetero
0	CPFRh.29.1	CAGRh.59.2	1.558056872	0.441943128	0.28365019	0.28365019	0.441943128	Rh_CPvsCA	29-59	Hetero
1	CPFRh.29.1	CAGRh.59.2	1.382708448	0.532503012	0.532503012	0.446436523	0.617291552	Rh_CPvsCA	29-59	Hetero
2	CPFRh.29.1	CAGRh.59.2	1.619101155	0.235253272	0.380898845	0.235253272	0.380898845	Rh_CPvsCA	29-59	Hetero
0	CPGRh.29.1	CAGRh.59.2	1.549197488	0.450802512	0.290990991	0.290990991	0.450802512	Rh_CPvsCA	29-59	Hetero
1	CPGRh.29.1	CAGRh.59.2	1.300772401	0.620631448	0.620631448	0.537547998	0.699227599	Rh_CPvsCA	29-59	Hetero
2	CPGRh.29.1	CAGRh.59.2	1.098307962	0.820982884	0.901692038	0.820982884	0.901692038	Rh_CPvsCA	29-59	Hetero
0	CPVRh.29.1	CAGRh.59.2	1.683532659	0.316467341	0.187978142	0.187978142	0.316467341	Rh_CPvsCA	29-59	Hetero
1	CPVRh.29.1	CAGRh.59.2	1.530585095	0.385916745	0.385916745	0.306689845	0.469414905	Rh_CPvsCA	29-59	Hetero
2	CPVRh.29.1	CAGRh.59.2	1.719082985	0.163410968	0.280917015	0.163410968	0.280917015	Rh_CPvsCA	29-59	Hetero
0	CPVRh.29.3	CAGRh.59.2	1.659498208	0.340501792	0.205183585	0.205183585	0.340501792	Rh_CPvsCA	29-59	Hetero
1	CPVRh.29.3	CAGRh.59.2	1.533127956	0.383521889	0.383521889	0.304522556	0.466872044	Rh_CPvsCA	29-59	Hetero
2	CPVRh.29.3	CAGRh.59.2	1.768717575	0.130762779	0.231282425	0.130762779	0.231282425	Rh_CPvsCA	29-59	Hetero
0	CPFRh.29.1	CAGRh.59.3	1.573770492	0.426229508	0.270833333	0.270833333	0.426229508	Rh_CPvsCA	29-59	Hetero
1	CPFRh.29.1	CAGRh.59.3	1.401478609	0.513050275	0.513050275	0.427064235	0.598521391	Rh_CPvsCA	29-59	Hetero
2	CPFRh.29.1	CAGRh.59.3	1.670076703	0.197549787	0.329923297	0.197549787	0.329923297	Rh_CPvsCA	29-59	Hetero
0	CPFRh.29.2	CAGRh.59.3	1.599381284	0.400618716	0.250483559	0.250483559	0.400618716	Rh_CPvsCA	29-59	Hetero
1	CPFRh.29.2	CAGRh.59.3	1.389885513	0.52503395	0.52503395	0.438967441	0.610114487	Rh_CPvsCA	29-59	Hetero
2	CPFRh.29.2	CAGRh.59.3	1.410171572	0.418267138	0.589828428	0.418267138	0.589828428	Rh_CPvsCA	29-59	Hetero
0	CPVRh.29.2	CAGRh.59.3	1.738712776	0.261287224	0.150276243	0.150276243	0.261287224	Rh_CPvsCA	29-59	Hetero
1	CPVRh.29.2	CAGRh.59.3	1.64874456	0.2786321	0.2786321	0.213044184	0.35125544	Rh_CPvsCA	29-59	Hetero
2	CPVRh.29.2	CAGRh.59.3	1.843610992	0.084827552	0.156389008	0.084827552	0.156389008	Rh_CPvsCA	29-59	Hetero
0	CPFBS.29.1	CAVBS.59.1	1.569655172	0.430344828	0.274165202	0.274165202	0.430344828	BS_CPvsCA	29-59	Hetero
1	CPFBS.29.1	CAVBS.59.1	1.246968044	0.681575506	0.681575506	0.60389034	0.753031956	BS_CPvsCA	29-59	Hetero
2	CPFBS.29.1	CAVBS.59.1	1.111810755	0.79886729	0.888189245	0.79886729	0.888189245	BS_CPvsCA	29-59	Hetero
0	CPFBS.29.3	CAVBS.59.1	1.605454545	0.394545455	0.245753114	0.245753114	0.394545455	BS_CPvsCA	29-59	Hetero
1	CPFBS.29.3	CAVBS.59.1	1.259556759	0.667083864	0.667083864	0.587860162	0.740443241	BS_CPvsCA	29-59	Hetero
2	CPFBS.29.3	CAVBS.59.1	1.01696085	0.966644044	0.98303915	0.966644044	0.98303915	BS_CPvsCA	29-59	Hetero
0	CPVBS.29.1	CAVBS.59.1	1.830832196	0.169167804	0.092399404	0.092399404	0.169167804	BS_CPvsCA	29-59	Hetero
1	CPVBS.29.1	CAVBS.59.1	1.360455775	0.555909941	0.555909941	0.470095564	0.639544225	BS_CPvsCA	29-59	Hetero
2	CPVBS.29.1	CAVBS.59.1	1.051619298	0.901828926	0.948380702	0.901828926	0.948380702	BS_CPvsCA	29-59	Hetero
0	CPVBS.29.3	CAVBS.59.1	1.826666667	0.173333333	0.094890511	0.094890511	0.173333333	BS_CPvsCA	29-59	Hetero
1	CPVBS.29.3	CAVBS.59.1	1.358041249	0.558472699	0.558472699	0.472709317	0.641958751	BS_CPvsCA	29-59	Hetero
2	CPVBS.29.3	CAVBS.59.1	1.14005453	0.754302051	0.85994547	0.754302051	0.85994547	BS_CPvsCA	29-59	Hetero
0	CPFBS.29.1	CAVBS.59.2	1.608040201	0.391959799	0.24375	0.24375	0.391959799	BS_CPvsCA	29-59	Hetero
1	CPFBS.29.1	CAVBS.59.2	1.345956028	0.571368722	0.571368722	0.485932645	0.654043972	BS_CPvsCA	29-59	Hetero
2	CPFBS.29.1	CAVBS.59.2	1.346172726	0.485693449	0.653827274	0.485693449	0.653827274	BS_CPvsCA	29-59	Hetero
0	CPFBS.29.3	CAVBS.59.2	1.599526066	0.400473934	0.25037037	0.25037037	0.400473934	BS_CPvsCA	29-59	Hetero
1	CPFBS.29.3	CAVBS.59.2	1.250595091	0.67738524	0.67738524	0.599238646	0.749404909	BS_CPvsCA	29-59	Hetero
2	CPFBS.29.3	CAVBS.59.2	1.084009086	0.845002985	0.915990914	0.845002985	0.915990914	BS_CPvsCA	29-59	Hetero
0	CPGBS.29.3	CAVBS.59.2	1.653225806	0.346774194	0.209756098	0.209756098	0.346774194	BS_CPvsCA	29-59	Hetero
1	CPGBS.29.3	CAVBS.59.2	1.350335222	0.566682398	0.566682398	0.481113702	0.649664778	BS_CPvsCA	29-59	Hetero
2	CPGBS.29.3	CAVBS.59.2	1.174494653	0.70286003	0.825505347	0.70286003	0.825505347	BS_CPvsCA	29-59	Hetero
0	CPFBS.29.2	CAVBS.59.3	1.567430025	0.432569975	0.275974026	0.275974026	0.432569975	BS_CPvsCA	29-59	Hetero
1	CPFBS.29.2	CAVBS.59.3	1.232786649	0.698076858	0.698076858	0.622340737	0.767213351	BS_CPvsCA	29-59	Hetero
2	CPFBS.29.2	CAVBS.59.3	1.057248494	0.89170286	0.942751506	0.89170286	0.942751506	BS_CPvsCA	29-59	Hetero
0	CPFBS.29.3	CAVBS.59.3	1.594029851	0.405970149	0.254681648	0.254681648	0.405970149	BS_CPvsCA	29-59	Hetero
1	CPFBS.29.3	CAVBS.59.3	1.240068582	0.689580089	0.689580089	0.612814025	0.759931418	BS_CPvsCA	29-59	Hetero
2	CPFBS.29.3	CAVBS.59.3	1.01053824	0.979143314	0.98946176	0.979143314	0.98946176	BS_CPvsCA	29-59	Hetero
0	CPGBS.29.1	CAVBS.59.3	1.585004359	0.414995641	0.261826183	0.261826183	0.414995641	BS_CPvsCA	29-59	Hetero
1	CPGBS.29.1	CAVBS.59.3	1.245796855	0.682931164	0.682931164	0.605398177	0.754203145	BS_CPvsCA	29-59	Hetero
